Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,ResultsScore
1565,7.39,0,Jonae COOK,2000,USA,2pr,"Sports Performance Center, Lubbock, TX (USA) (i)",27 JAN 2023,1087
1565,7.39,0,Anna PURSIAINEN,12 MAR 2003,FIN,1f2,"Liikuntamylly, Helsinki (FIN) (i)",28 JAN 2023,1087
1565,7.39,0,Leonie VAN VLIET,13 JUN 1993,NED,2h2,"Topsporthal Vlaanderen, Gent (BEL) (i)",04 FEB 2023,1087
1565,7.39,0,Pia Julianna RINGHOFFER,02 MAY 1998,GER,2sf3,"Glaspalast, Sindelfingen (GER) (i)",04 FEB 2023,1087
1565,7.39,0,Archana SUSEENTRAN,09 JUN 1994,IND,4,Nur-Sultan (KAZ) (i),10 FEB 2023,1087
1565,7.39,0,Tina BENZINGER,19 JAN 2001,GER,1sf1,"Werner-von-Linde-Halle, München (GER) (i)",11 FEB 2023,1087
1565,7.39,0,Renee REGIS,02 SEP 2005,GBR,1sf2,"National Indoor Athletics Centre, Sheffield (GBR) (i)",11 FEB 2023,1087
1565,7.39,0,Yuwei LIN,02 MAY 1999,CHN,1h12,"Sichuan Xipu Training Base, Chengdu (CHN) (i)",24 FEB 2023,1087
1565,7.39,0,Jasmine LEW,02 JUN 2000,CAN,3,"Dennis Fairall Fieldhouse, Windsor (CAN) (i)",25 FEB 2023,1087
1565,7.39,0,Praise Oghenefejiro IDAMADUDU,18 DEC 1998,NGR,2,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",20 JAN 2024,1087
1565,7.39,0,Lina NIELSEN,13 MAR 1996,GBR,4f1,"Aarhus Atletik og Løbeakademi, Århus (DEN) (i)",23 JAN 2024,1087
1565,7.39,0,Minke BISSCHOPS,02 SEP 2002,NED,1h2,"Omnisport, Apeldoorn (NED) (i)",27 JAN 2024,1087
1565,7.39,0,Ashantai BOLLERS,16 JUN 2002,CAN,4,"Convention Center, Albuquerque, NM (USA) (i)",27 JAN 2024,1087
1565,7.39,0,Faith BOSTICK,2001,USA,1f1,"Norton Sports Center, Louisville, KY (USA) (i)",02 FEB 2024,1087
1565,7.39,-1.0,Phindile KUBHEKA,02 JAN 2000,RSA,3,"McArthur Stadium, Potchefstroom (RSA)",06 FEB 2024,1093
1565,7.39,0,Anivea GILBERT,,USA,4h1,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1087
1565,7.39,0,Jade BROWN,,USA,5h3,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1087
1565,7.39,0,Maiwenn LHEVEDER,17 JUN 2003,FRA,1er1,"Salle Robert Poirier, Rennes (FRA) (i)",10 FEB 2024,1087
1565,7.39,0,Michelle RÄDLER,16 DEC 2003,GER,1,"Quarterback Immobilien Arena, Leipzig (GER) (i)",10 FEB 2024,1087
1565,7.39,0,Kissiwaa MENSAH,24 JUL 2005,GBR,4,"National Indoor Athletics Centre, Sheffield (GBR) (i)",10 FEB 2024,1087
1565,7.39,0,Lisa RAYE,,USA,4,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1087
1565,7.39,0,Dimitra TSOUKALA,07 SEP 1999,GRE,2f2,"Peace and Friendship Stadium, Piraeus (GRE) (i)",17 FEB 2024,1087
1565,7.39,0,Delia FARAJPOUR,19 APR 2004,SVK,3,"Športová hala Elán, Bratislava (SVK) (i)",17 FEB 2024,1087
1565,7.39,0,Jialu XU,16 SEP 2000,CHN,4,"Aftab Enghelab Sport Complex, Tehran (IRI) (i)",18 FEB 2024,1087
1565,7.39,0,Naj WATSON,24 FEB 2004,USA,2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",20 FEB 2024,1087
1565,7.39,0,Alexis WILLIAMS,2000,USA,5h1,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1087
1565,7.39,0,Nia WILSON,,USA,2h2,"SPIRE Institute Indoor Track & Field Facility, Geneva, OH (USA) (i)",23 FEB 2024,1087
1565,7.39,0,Laura MARTÍNEZ,03 NOV 2006,ESP,2,"Pista Cubierta Carlos Gil Perez, Salamanca (ESP) (i)",09 MAR 2024,1087
1677,7.4,0,Irén OROSZ,29 MAR 1951,HUN,1f1,Budapest (HUN) (i),23 FEB 1975,1084
1677,7.4,0,Lea ALAERTS,06 APR 1954,BEL,2h4,"Rondo, Katowice (POL) (i)",09 MAR 1975,1084
1677,7.4,0,Xénia SISKA,03 NOV 1957,HUN,h,Budapest (HUN) (i),29 JAN 1985,1084
1677,7.4,0,Teresa RIONE,23 MAR 1965,ESP,5sf1,"Peace and Friendship Stadium, Piraeus (GRE) (i)",03 MAR 1985,1084
1677,7.4,0,Yolanda DÍAZ,12 DEC 1968,ESP,4h1,"Budapest Sportcsarnok, Budapest (HUN) (i)",06 MAR 1988,1084
1677,7.4,0,Kanae ITO,23 AUG 1975,JPN,,Osaka (JPN) (i),11 FEB 1992,1084
1677,7.4,0,Valérie JEAN-CHARLES,27 JAN 1969,FRA,4h2,"Palazzo dello Sport, Genova (ITA) (i)",29 FEB 1992,1084
1677,7.4,0,Sonia VIGATI,30 JUN 1970,ITA,3h3,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",12 MAR 1994,1084
1677,7.4,0,Yelena VINOGRADOVA-PETUSHINSKAYA,28 MAR 1964,RUS,1,Moskva (RUS) (i),06 JAN 1996,1084
1677,7.4,0,Isabelle CORREA,31 JAN 1973,FRA,6,Liévin (FRA) (i),03 FEB 1996,1084
1677,7.4,0,Toshie IWAMOTO-KITADA,09 SEP 1969,JPN,3,Maebashi (JPN) (i),12 FEB 1996,1084
1677,7.4,0,Andrea BETHGE,1969,GER,sf,Karlsruhe (GER) (i),25 FEB 1996,1084
1677,7.4,0,Andrea COORE,23 APR 1969,GBR,sf,Birmingham (GBR) (i),30 JAN 1999,1084
1677,7.4,0,Henrike LENZEN,06 APR 1977,GER,sf,Karlsruhe (GER) (i),21 FEB 1999,1084
1677,7.4,0,LaTrese TAYLOR,18 JUL 1978,USA,1,"Bowling Green, OH (USA) (i)",12 FEB 2000,1084
1677,7.4,0,Staneshia BELL,30 APR 1978,USA,1,"Ames, IA (USA) (i)",26 FEB 2000,1084
1677,7.4,0,Shameika MCFIELD,,USA,3,"Columbia, MO (USA) (i)",19 JAN 2001,1084
1677,7.4,0,Donita BENJAMIN,05 MAR 1977,GBR,2sf2,Birmingham (GBR) (i),27 JAN 2001,1084
1677,7.4,0,Laura WILSON,1977,CAN,1,"Seattle, WA (USA) (i)",12 JAN 2002,1084
1677,7.4,0,Margarita ANISIMOVA,02 OCT 1984,RUS,1,Minsk (BLR) (i),01 MAR 2002,1084
1677,7.4,0,Yevgeniya LIKHUTA-VALADZKO,24 MAR 1981,BLR,5,Minsk (BLR) (i),24 JAN 2003,1084
1677,7.4,0,Judyth KITSON,02 NOV 1979,JAM,1h3,"Johnson City, TN (USA) (i)",31 JAN 2003,1084
1677,7.4,0,Radmila VUKMIROVIČ,23 NOV 1979,SLO,3,Celje (SLO) (i),15 FEB 2003,1084
1677,7.4,0,Daniella VEGA,1980,CAN,1,Montréal (CAN) (i),20 FEB 2004,1084
1677,7.4,0,Pascal VAN ASSENDELFT,06 OCT 1979,NED,1,Gent (BEL) (i),21 FEB 2004,1084
1677,7.4,0,Nadine PALMER,19 FEB 1983,JAM,1,"Clemson, SC (USA) (i)",22 JAN 2005,1084
1677,7.4,0,Carolina KLÜFT,02 FEB 1983,SWE,3,Malmö (SWE) (i),12 FEB 2005,1084
1677,7.4,0,Xiaoli NI,29 JAN 1983,CHN,1h1,Shanghai (CHN) (i),19 FEB 2005,1084
1677,7.4,0,Qianqian XU,11 JUL 1985,CHN,2h2,Shanghai (CHN) (i),19 FEB 2005,1084
1677,7.4,0,Liang YI,30 OCT 1976,CHN,1h7,Shanghai (CHN) (i),19 FEB 2005,1084
1677,7.4,0,Elizabeth WILSON,06 NOV 1982,USA,4sf2,"Lincoln, NE (USA) (i)",25 FEB 2005,1084
1677,7.4,0,Melaine WALKER,01 MAR 1983,JAM,3,"Lincoln, NE (USA) (i)",26 FEB 2005,1084
1677,7.4,0,Jeanne' ROBERTS,01 JUL 1987,USA,1,"Muncie, IN (USA) (i)",13 JAN 2006,1084
1677,7.4,0,Cachet MURRAY,25 OCT 1986,USA,2,"Lexington, KY (USA) (i)",28 JAN 2006,1084
1677,7.4,0,Quasheba LEE,16 OCT 1979,USA,2,"Houston, TX (USA) (i)",03 FEB 2006,1084
1677,7.4,0,Johanna KEDZIERSKI,10 JUN 1984,GER,4,Leipzig (GER) (i),12 FEB 2006,1084
1677,7.4,0,Yvette LEWIS,16 MAR 1985,USA,1h3,"Landover, MD (USA) (i)",17 FEB 2006,1084
1677,7.4,0,Sheena JOHNSON-TOSTA,01 OCT 1982,USA,2h1,"Azusa, CA (USA) (i)",10 FEB 2007,1084
1677,7.4,0,Natalya RUSAKOVA,12 DEC 1979,RUS,1,St. Petersburg (RUS) (i),05 JAN 2008,1084
1677,7.4,0,LaShawndra RATCLIFFE,09 APR 1982,USA,3,"Houston, TX (USA) (i)",02 FEB 2008,1084
1677,7.4,0,Rakia AL GASSRA,06 SEP 1982,BRN,1,Doha (QAT) (i),14 FEB 2008,1084
1677,7.4,0,Volha ASTASHKA,28 AUG 1986,BLR,3f1,Mogilyov (BLR) (i),13 FEB 2009,1084
1677,7.4,0,Mareike PETERS,09 JAN 1986,GER,4,Leipzig (GER) (i),21 FEB 2009,1084
1677,7.4,0,Ana TORRIJOS,03 JAN 1987,ESP,2,Valencia (ESP) (i),28 FEB 2010,1084
1677,7.4,0,Ekaterina SHUMAK,29 OCT 1988,BLR,2,Mogilyov (BLR) (i),22 JAN 2011,1084
1677,7.4,0,Darya PIZHANKOVA,09 JAN 1990,UKR,1,Belgorod (RUS) (i),29 JAN 2011,1084
1677,7.4,0,Jeanette PETTIGREW,06 NOV 1989,USA,2,"Bowling Green, OH (USA) (i)",26 FEB 2011,1084
1677,7.4,0,Whitney HARRIS,06 NOV 1989,USA,1,"Lincoln, NE (USA) (i)",21 JAN 2012,1084
1677,7.4,0,Jessica PAOLETTA,21 MAR 1988,ITA,2h1,Ancona (ITA) (i),22 JAN 2012,1084
1677,7.4,0,Allison PETER,14 JUL 1992,ISV,3f2,"Houston, TX (USA) (i)",28 JAN 2012,1084
1677,7.4,0,Tara THOMAS,02 MAY 1989,USA,4h2,"Albuquerque, NM (USA) (i)",25 FEB 2012,1084
1677,7.4,0,Anna DOI,24 AUG 1995,JPN,1h2,Osaka (JPN) (i),02 FEB 2013,1084
1677,7.4,0,Margaret ADEOYE,22 APR 1985,GBR,7,Sheffield (GBR) (i),09 FEB 2013,1084
1677,7.4,0,Curry YOUNG,,USA,3f1,"Levelland, TX (USA) (i)",16 FEB 2013,1084
1677,7.4,0,Martina AMIDEI,08 APR 1991,ITA,3sf2,Ancona (ITA) (i),17 FEB 2013,1084
1677,7.4,0,Vashti THOMAS,21 APR 1990,USA,4h3,"Albuquerque, NM (USA) (i)",03 MAR 2013,1084
1677,7.4,0,Iphona-Clémence PAIEMENT,04 SEP 1995,CAN,1,"New York, NY (USA) (i)",10 MAR 2013,1084
1677,7.4,0,Florentina Costina MARINCU,08 APR 1996,ROU,1f1,Bucureşti (ROU) (i),15 FEB 2014,1084
1677,7.4,0,Eva VITAL,08 JUL 1992,POR,2,Pombal (POR) (i),15 FEB 2014,1084
1677,7.4,0,Andrea FELISBERTO,22 JUN 1986,POR,3,Pombal (POR) (i),15 FEB 2014,1084
1677,7.4,0,Mackenzie FLANNIGAN,27 AUG 1992,USA,1,"Nampa, ID (USA) (i)",24 JAN 2015,1084
1677,7.4,0,Janet AMPONSAH,12 APR 1993,GHA,2f2,"Albuquerque, NM (USA) (i)",07 FEB 2015,1084
1677,7.4,0,Deandra GREER,21 DEC 1996,USA,1,"Lexington, KY (USA) (i)",21 FEB 2015,1084
1677,7.4,0,Bria CARTER,07 NOV 1994,USA,1,"New York, NY (USA) (i)",28 FEB 2015,1084
1677,7.4,0,Daniella BARBIAN,03 MAR 1993,USA,1,"Cambridge, MA (USA) (i)",01 MAR 2015,1084
1677,7.4,0,Ngozi MUSA,11 AUG 1996,SLE,2sf2,"Albuquerque, NM (USA) (i)",13 FEB 2016,1084
1677,7.4,0,Craishia WASHINGTON,07 JUL 1993,USA,1h1,"Nashville, TN (USA) (i)",13 FEB 2016,1084
1677,7.4,0,Jenae AMBROSE,29 DEC 1997,BAH,4h2,"Fayetteville, AR (USA) (i)",26 FEB 2016,1084
1677,7.4,0,Peyton CHANEY,19 JUL 1994,USA,3,"Boston, MA (USA) (i)",27 FEB 2016,1084
1677,7.4,0,Sarah DUNMORE,,USA,1f2,"Johnson City, TN (USA) (i)",05 MAR 2016,1084
1677,7.4,0,Shenel CROOKE,14 OCT 1993,SKN,3,"New York, NY (USA) (i)",04 FEB 2017,1084
1677,7.4,0,Bowien JANSEN,29 AUG 1998,NED,1sf1,Apeldoorn (NED) (i),11 FEB 2017,1084
1677,7.4,0,Nadja KÄTHER,29 SEP 1988,GER,3h3,Leipzig (GER) (i),18 FEB 2017,1084
1677,7.4,0,Nicole HENDERSON,13 DEC 1995,USA,4h5,"Nashville, TN (USA) (i)",24 FEB 2017,1084
1677,7.4,0,Alissa WILLIAMS,1997,USA,1h1,"Birmingham, AL (USA) (i)",24 FEB 2017,1084
1677,7.4,0,Emy BELIVEAU,1995,CAN,1,Edmonton (CAN) (i),09 MAR 2017,1084
1677,7.4,0,Charminique HACKNEY,20 JAN 1998,USA,1h5,"Birmingham, AL (USA) (i)",15 FEB 2018,1084
1677,7.4,0,Arria MINOR,09 FEB 2001,USA,1f3,"Pocatello, ID (USA) (i)",17 FEB 2018,1084
1677,7.4,0,Dayleen SANTANA RODRIGUEZ,29 OCT 1996,PUR,1h1,"Boston, MA (USA) (i)",23 FEB 2018,1084
1677,7.4,0,Wadeline JONATHAS,19 FEB 1998,USA,1h3,"Birmingham, AL (USA) (i)",09 MAR 2018,1084
1677,7.4,0,Venessa D'ARPINO,13 DEC 1995,USA,1sf2,"Seattle, WA (USA) (i)",12 JAN 2019,1084
1677,7.4,0,Sacha ALESSANDRINI,07 JUN 1999,FRA,1h1,Miramas (FRA) (i),26 JAN 2019,1084
1677,7.4,0,Callista FLETCHER,1999,USA,2,"Albuquerque, NM (USA) (i)",09 FEB 2019,1084
1677,7.4,0,Akvilė ANDRIUKAITYTĖ,09 MAR 2000,LTU,1f1,Vilnius (LTU) (i),20 FEB 2019,1084
1677,7.4,0,Denise UPHOFF,15 OCT 2000,GER,1,Sindelfingen (GER) (i),23 FEB 2019,1084
1677,7.4,0,Sandra LATRACE,10 MAR 1997,CAN,1h1,Winnipeg (CAN) (i),07 MAR 2019,1084
1677,7.4,0,Makyia GAYDEN,1997,USA,4,"Pittsburg, KS (USA) (i)",09 MAR 2019,1084
1677,7.4,0,Man ZHANG,20 APR 1997,CHN,3f2,Hangzhou (CHN) (i),19 MAR 2019,1084
1677,7.4,0,Anna JEFFERSON,29 APR 1998,USA,5,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",17 JAN 2020,1084
1677,7.4,0,Tiara MCMINN,23 FEB 1999,USA,1,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",18 JAN 2020,1084
1677,7.4,0,Crystal JOHNSON,,USA,3,"Ashenfelter Indoor Track, State College, PA (USA) (i)",31 JAN 2020,1084
1677,7.4,0,Adéla NOVOTNÁ,26 MAR 2003,CZE,1,"Atletická hala, Ostrava (CZE) (i)",15 FEB 2020,1084
1677,7.4,0,Angelnique BRYANT,1999,USA,1h1,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",28 FEB 2020,1084
1677,7.4,0,Maja ALMGREN,06 NOV 1998,SWE,1,"Friidrottens Hus, Göteborg (SWE) (i)",29 FEB 2020,1084
1677,7.4,0,Nicole JOHNSON,23 DEC 1999,USA,1,"Corps Physical Training Facility, Lexington, VA (USA) (i)",01 MAR 2020,1084
1677,7.4,0.0,Abbie TADDEO,08 FEB 1994,AUS,2,"Kerryn McCann Athletic Centre, Wollongong (AUS)",16 JAN 2021,1084
1677,7.4,0,Paulina GUZOWSKA,17 JUN 2000,POL,1h2,"Arena, Toruń (POL) (i)",23 JAN 2021,1084
1677,7.4,0,Luca KOZÁK,01 JUN 1996,HUN,1,"BOK Csarnok, Budapest (HUN) (i)",30 JAN 2021,1084
1677,7.4,0,Wided ATATOU,15 JUL 1999,FRA,3h1,"Halle Michel d'Ornano, Mondeville (FRA) (i)",30 JAN 2021,1084
1677,7.4,0,Ewa OCHOCKA,17 JAN 1996,POL,2,"Arena, Toruń (POL) (i)",06 FEB 2021,1084
1677,7.4,0,Alicja STRUZIK,09 JUN 2001,POL,7,"Arena, Toruń (POL) (i)",17 FEB 2021,1084
1677,7.4,0,Eloise DE LA TAILLE,11 MAY 1999,FRA,2h2,"Stadium Miramas Métropole, Miramas (FRA) (i)",20 FEB 2021,1084
1677,7.4,0,Makenzy PIERRE-WEBSTER,05 APR 2001,CAN,6,"The Podium, Spokane, WA (USA) (i)",15 JAN 2022,1084
1677,7.4,+1.1,Leelou MARTIAL-EHOULET,26 MAR 2002,FRA,1,"Stade L. Achille, Fort-de-France (FRA)",15 JAN 2022,1084
1677,7.4,0,Rushelle BURTON,04 DEC 1997,JAM,2h2,"Sports Performance Center, Lubbock, TX (USA) (i)",21 JAN 2022,1084
1677,7.4,0,Selena Mariel ARJONA,23 JAN 1999,PAN,2,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",12 FEB 2022,1084
1677,7.4,0,Trinity BOLDEN,,USA,1f5,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",18 FEB 2022,1084
1677,7.4,0,Taylor TOLEN,1998,USA,1,"Convention Center, Albuquerque, NM (USA) (i)",19 FEB 2022,1084
1677,7.4,0,Sydney HOLIDAY,24 JUN 2001,USA,2h3,"Dempsey Indoor, Seattle, WA (USA) (i)",25 FEB 2022,1084
1677,7.4,0,Neysia HOWARD,,USA,2f1,"Dempsey Indoor, Seattle, WA (USA) (i)",26 FEB 2022,1084
1677,7.4,0,Nikol ANDONOVA,25 JAN 2000,BUL,5,"Štark Arena, Beograd (SRB) (i)",07 MAR 2022,1084
1677,7.4,0,Leah BELFIELD,05 JUL 2000,NZL,2,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",12 MAR 2022,1084
1677,7.4,0,Agate DE SOUSA,05 JUN 2000,STP,4h1,"Centro Desportivo Nacional do Jamor, Lisboa (POR) (i)",07 JAN 2023,1084
1677,7.4,0,Tatiana AHOLOU,26 NOV 2000,CAN,2f2,"Tomlinson Fieldhouse, Montréal (CAN) (i)",27 JAN 2023,1084
1677,7.4,0,Amari BROWN,2002,USA,1h1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",27 JAN 2023,1084
1677,7.4,0,Arisa KIMISHIMA,23 DEC 1995,JPN,5,Nur-Sultan (KAZ) (i),10 FEB 2023,1084
1677,7.4,0,Yoveinny MOTA,20 JUN 2000,VEN,1h3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2023,1084
1677,7.4,0,Whitney TIE,07 APR 1999,FRA,6,"Stadium Jean-Pellez, Aubiére (FRA) (i)",18 FEB 2023,1084
1677,7.4,0,Kaitlyn WILLIAMS,,USA,1,"The Podium, Spokane, WA (USA) (i)",18 FEB 2023,1084
1677,7.4,0,Alexis GLASCO,22 FEB 2003,USA,1h2,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",20 FEB 2023,1084
1677,7.4,0,Guoyi LIU,19 APR 2004,CHN,3f3,"Sichuan Xipu Training Base, Chengdu (CHN) (i)",24 FEB 2023,1084
1677,7.4,0,Kailei COLLINS,11 JUL 2001,USA,6h2,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2023,1084
1677,7.4,0,Halle BIEBER,21 DEC 2000,USA,3h2,"Norton Sports Center, Louisville, KY (USA) (i)",24 FEB 2023,1084
1677,7.4,0,Sofiya MIRONOVA,07 APR 2002,RUS,3,"Spartak Arena, Ulyanovsk (RUS) (i)",24 FEB 2023,1084
1677,7.4,0,LaTrouchka DUKE,,USA,2,"Idaho-Kibbe ASUI Activity Center, Moscow, ID (USA) (i)",25 FEB 2023,1084
1677,7.4,0,Olivia PACE,2006,USA,2,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",13 JAN 2024,1084
1677,7.4,0,Gladymar TORRES,26 MAR 2003,PUR,4,"Sports Performance Center, Lubbock, TX (USA) (i)",20 JAN 2024,1084
1677,7.4,0,Laura MARTÍNEZ IBARGUEN,25 AUG 2004,COL,2,"Gobierno Autónomo Municipal de Cochabamba, Cochabamba (BOL) (i)",27 JAN 2024,1084
1677,7.4,0,Adijatu Rejoice SULE,07 OCT 2004,NGR,5,"Convention Center, Albuquerque, NM (USA) (i)",27 JAN 2024,1084
1677,7.4,0,Adriane NWONUMAH,24 JUN 2004,USA,5,"Ahearn Field House, Manhattan, KS (USA) (i)",02 FEB 2024,1084
1677,7.4,0,Angelina KOSYNKINA,10 DEC 2005,RUS,4,"MGSU Sports Arena, Moskva (RUS) (i)",03 FEB 2024,1084
1677,7.4,0,Lucija POTNIK,21 JUN 2005,SLO,2,"Atletska dvorana, Beograd (SRB) (i)",04 FEB 2024,1084
1677,7.4,0,Lucia CARRILLO,04 JAN 2002,ESP,3,"Velódromo Luis Puig, Valencia (ESP) (i)",07 FEB 2024,1084
1677,7.4,0,Jada MCDOUGLE,,USA,2,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",10 FEB 2024,1084
1677,7.4,0,Bria BULLARD,,USA,4h3,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1084
1677,7.4,0,Vanessa LOKULI,24 FEB 2006,FRA,1,"Stadium Pierre-Quinon, Nantes (FRA) (i)",24 FEB 2024,1084
1677,7.4,0,Asia POWELL,,USA,1,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",24 FEB 2024,1084
1677,7.4,0,Lingyao KONG,03 MAY 1997,CHN,6f2,Xi'an (CHN) (i),03 MAR 2024,1084
1677,7.4,0,Janiya JOHNSON,2006,USA,1h6,"Reggie Lewis Center, Boston, MA (USA) (i)",09 MAR 2024,1084
